Campaign,Campaign Type,Campaign Daily Budget,Bid Strategy Type,Campaign Status,Ad Group,Ad Group Type,Max CPC,Ad Type,Headline 1,Headline 2,Headline 3,Headline 4,Headline 5,Headline 6,Headline 7,Headline 8,Headline 9,Headline 10,Headline 11,Headline 12,Headline 13,Headline 14,Headline 15,Description 1,Description 2,Description 3,Description 4,Path 1,Path 2,Final URL,Keyword,Keyword Match Type,Negative Keyword,Negative Keyword Match Type,Location,Location Radius,Location Radius Units
p-b2c-google-search-us-bofu-bau-lebanon-warehouse-ontrac--eg--,Search,30,Maximize Conversions,Enabled,,,,,,,,,,,,,,,,,,,,,,,,,,,"Lebanon, TN 37087",20,Miles
p-b2c-google-search-us-bofu-bau-lebanon-warehouse-ontrac--eg--,,,,,p---warehouse_operative--,Standard,,,,,,,,,,,,,,,,,,,,,,,,,,,,
p-b2c-google-search-us-bofu-bau-lebanon-warehouse-ontrac--eg--,,,,,p---warehouse_operative--,,,,,,,,,,,,,,,,,,,,,,,warehouse operative jobs lebanon tn,Phrase,,,,,
p-b2c-google-search-us-bofu-bau-lebanon-warehouse-ontrac--eg--,,,,,p---warehouse_operative--,,,,,,,,,,,,,,,,,,,,,,,warehouse operative jobs near lebanon tennessee,Phrase,,,,,
p-b2c-google-search-us-bofu-bau-lebanon-warehouse-ontrac--eg--,,,,,p---warehouse_operative--,,,,,,,,,,,,,,,,,,,,,,,warehouse worker jobs lebanon tn,Phrase,,,,,
p-b2c-google-search-us-bofu-bau-lebanon-warehouse-ontrac--eg--,,,,,p---warehouse_operative--,,,,,,,,,,,,,,,,,,,,,,,warehouse jobs lebanon tennessee,Phrase,,,,,
p-b2c-google-search-us-bofu-bau-lebanon-warehouse-ontrac--eg--,,,,,p---warehouse_operative--,,,,,,,,,,,,,,,,,,,,,,,warehouse jobs near me lebanon,Phrase,,,,,
p-b2c-google-search-us-bofu-bau-lebanon-warehouse-ontrac--eg--,,,,,p---warehouse_operative--,,,,,,,,,,,,,,,,,,,,,,,warehouse jobs hiring now lebanon tn,Phrase,,,,,
p-b2c-google-search-us-bofu-bau-lebanon-warehouse-ontrac--eg--,,,,,p---warehouse_operative--,,,,,,,,,,,,,,,,,,,,,,,warehouse operative near lebanon,Phrase,,,,,
p-b2c-google-search-us-bofu-bau-lebanon-warehouse-ontrac--eg--,,,,,p---warehouse_operative--,,,,,,,,,,,,,,,,,,,,,,,warehouse work lebanon tennessee,Phrase,,,,,
p-b2c-google-search-us-bofu-bau-lebanon-warehouse-ontrac--eg--,,,,,p---warehouse_operative--,,,,,,,,,,,,,,,,,,,,,,,picker packer jobs lebanon tn,Phrase,,,,,
p-b2c-google-search-us-bofu-bau-lebanon-warehouse-ontrac--eg--,,,,,p---warehouse_operative--,,,,,,,,,,,,,,,,,,,,,,,fulfillment jobs lebanon tn,Phrase,,,,,
p-b2c-google-search-us-bofu-bau-lebanon-warehouse-ontrac--eg--,,,,,p---warehouse_operative--,,,,,,,,,,,,,,,,,,,,,,,warehouse jobs wilson county,Phrase,,,,,
p-b2c-google-search-us-bofu-bau-lebanon-warehouse-ontrac--eg--,,,,,p---warehouse_operative--,,,,,,,,,,,,,,,,,,,,,,,warehouse operative hiring lebanon tennessee,Broad,,,,,
p-b2c-google-search-us-bofu-bau-lebanon-warehouse-ontrac--eg--,,,,,p---warehouse_operative--,,,,,,,,,,,,,,,,,,,,,,,warehouse jobs near lebanon tn now,Broad,,,,,
p-b2c-google-search-us-bofu-bau-lebanon-warehouse-ontrac--eg--,,,,,p---warehouse_operative--,,,,,,,,,,,,,,,,,,,,,,,fulfillment center jobs near lebanon tennessee,Broad,,,,,
p-b2c-google-search-us-bofu-bau-lebanon-warehouse-ontrac--eg--,,,,,p---warehouse_operative--,,Responsive Search Ad,Warehouse Jobs Lebanon TN,Hiring Now — Apply Today,Warehouse Operative Roles,$18/Hr Warehouse Work,Start This Week — Lebanon,Same Day Pay Available,OnTrac Hiring Near You,Immediate Openings TN,Apply in Minutes — Mobile,Indeed Flex — Apply Now,Flexible Shift Options,Warehouse Work Near Me,Lebanon TN — Hiring Now,Get Hired This Week,No Experience Required,"Warehouse operative roles available now in Lebanon, TN. $18/hr + Same Day Pay. Apply today!","OnTrac is hiring warehouse operatives in Lebanon, TN. Start this week — apply in minutes.","Flexible warehouse shifts near Lebanon, TN. Same Day Pay, health benefits & quick hiring.","Join Indeed Flex & start warehouse work in Lebanon, TN. Multiple shifts — apply now free.",Warehouse-Jobs,Lebanon-TN,https://indeedflex.com/find-jobs/lp/warehouse-operative/?utm_source=google&utm_medium=cpc&link_value=syft://jobs/browse/501955&employer=ontrac-final-mile&metro=nashville&role=warehouse-operative&utm_campaign=ontrac-warehouse-operative-lebanon-tn,,,,,,
p-b2c-google-search-us-bofu-bau-lebanon-warehouse-ontrac--eg--,,,,,p---warehouse_operative--,,Responsive Search Ad,$18/Hr Warehouse Work,Same Day Pay Available,Health & Dental Benefits,Warehouse Jobs $18/Hr,$75 Referral Bonus,Get Paid Same or Next Day,Competitive Pay + Benefits,Hiring Now — Lebanon TN,OnTrac Warehouse Jobs,Full-Time Potential Open,Flexible Shift Options,Health & Vision Coverage,Warehouse Operative $18,Apply Today — Start Now,No Experience Required,"Warehouse operative jobs in Lebanon, TN. $18/hr, Same Day Pay, health/dental/vision.","Earn $75 per referral + Same Day Pay + full benefits. Warehouse roles in Lebanon, TN now.","$18/hr warehouse work with health & dental benefits. Same Day Pay. Hiring Lebanon, TN now.","Full-time potential + $18/hr. Warehouse operative openings at OnTrac in Lebanon, TN.",Warehouse-Jobs,Lebanon-TN,https://indeedflex.com/find-jobs/lp/warehouse-operative/?utm_source=google&utm_medium=cpc&link_value=syft://jobs/browse/501955&employer=ontrac-final-mile&metro=nashville&role=warehouse-operative&utm_campaign=ontrac-warehouse-operative-lebanon-tn,,,,,,
p-b2c-google-search-us-bofu-bau-lebanon-warehouse-ontrac--eg--,,,,,p---warehouse_operative--,,Responsive Search Ad,No Long Application,Apply in Under 2 Minutes,Start Working This Week,Warehouse Jobs Near Me,Full-Time Potential Open,Indeed Flex — Lebanon TN,OnTrac Warehouse Hiring,$18/Hr — Hire Fast,Flexible Shifts Available,Same Day Pay Option,Warehouse Operative Roles,No Experience Needed,Free to Apply — Start Now,Lebanon TN — Hiring Now,$75 Referral Bonus,"Apply in under 2 minutes. Warehouse operative jobs in Lebanon, TN — start this week.","Skip the wait. Warehouse work at OnTrac in Lebanon, TN. Same Day Pay + full benefits.","No experience needed. Warehouse operative roles near Lebanon, TN. Apply free via app.","Get hired fast for warehouse work in Lebanon, TN. $18/hr + flex shifts + Same Day Pay.",Warehouse-Jobs,Lebanon-TN,https://indeedflex.com/find-jobs/lp/warehouse-operative/?utm_source=google&utm_medium=cpc&link_value=syft://jobs/browse/501955&employer=ontrac-final-mile&metro=nashville&role=warehouse-operative&utm_campaign=ontrac-warehouse-operative-lebanon-tn,,,,,,
p-b2c-google-search-us-bofu-bau-lebanon-warehouse-ontrac--eg--,,,,,p---ontrac_jobs--,Standard,,,,,,,,,,,,,,,,,,,,,,,,,,,,
p-b2c-google-search-us-bofu-bau-lebanon-warehouse-ontrac--eg--,,,,,p---ontrac_jobs--,,,,,,,,,,,,,,,,,,,,,,,ontrac jobs lebanon tn,Phrase,,,,,
p-b2c-google-search-us-bofu-bau-lebanon-warehouse-ontrac--eg--,,,,,p---ontrac_jobs--,,,,,,,,,,,,,,,,,,,,,,,ontrac warehouse jobs near me,Phrase,,,,,
p-b2c-google-search-us-bofu-bau-lebanon-warehouse-ontrac--eg--,,,,,p---ontrac_jobs--,,,,,,,,,,,,,,,,,,,,,,,ontrac hiring lebanon tennessee,Phrase,,,,,
p-b2c-google-search-us-bofu-bau-lebanon-warehouse-ontrac--eg--,,,,,p---ontrac_jobs--,,,,,,,,,,,,,,,,,,,,,,,ontrac jobs near me,Phrase,,,,,
p-b2c-google-search-us-bofu-bau-lebanon-warehouse-ontrac--eg--,,,,,p---ontrac_jobs--,,,,,,,,,,,,,,,,,,,,,,,ontrac warehouse operative,Phrase,,,,,
p-b2c-google-search-us-bofu-bau-lebanon-warehouse-ontrac--eg--,,,,,p---ontrac_jobs--,,,,,,,,,,,,,,,,,,,,,,,delivery warehouse jobs lebanon tn,Phrase,,,,,
p-b2c-google-search-us-bofu-bau-lebanon-warehouse-ontrac--eg--,,,,,p---ontrac_jobs--,,,,,,,,,,,,,,,,,,,,,,,logistics jobs lebanon tennessee,Phrase,,,,,
p-b2c-google-search-us-bofu-bau-lebanon-warehouse-ontrac--eg--,,,,,p---ontrac_jobs--,,,,,,,,,,,,,,,,,,,,,,,last mile delivery jobs lebanon tn,Phrase,,,,,
p-b2c-google-search-us-bofu-bau-lebanon-warehouse-ontrac--eg--,,,,,p---ontrac_jobs--,,,,,,,,,,,,,,,,,,,,,,,ontrac warehouse jobs tennessee,Broad,,,,,
p-b2c-google-search-us-bofu-bau-lebanon-warehouse-ontrac--eg--,,,,,p---ontrac_jobs--,,,,,,,,,,,,,,,,,,,,,,,delivery company warehouse hiring lebanon tn,Broad,,,,,
p-b2c-google-search-us-bofu-bau-lebanon-warehouse-ontrac--eg--,,,,,p---ontrac_jobs--,,Responsive Search Ad,Warehouse Jobs Lebanon TN,Hiring Now — Apply Today,Warehouse Operative Roles,$18/Hr Warehouse Work,Start This Week — Lebanon,Same Day Pay Available,OnTrac Hiring Near You,Immediate Openings TN,Apply in Minutes — Mobile,Indeed Flex — Apply Now,Flexible Shift Options,Warehouse Work Near Me,Lebanon TN — Hiring Now,Get Hired This Week,No Experience Required,"Warehouse operative roles available now in Lebanon, TN. $18/hr + Same Day Pay. Apply today!","OnTrac is hiring warehouse operatives in Lebanon, TN. Start this week — apply in minutes.","Flexible warehouse shifts near Lebanon, TN. Same Day Pay, health benefits & quick hiring.","Join Indeed Flex & start warehouse work in Lebanon, TN. Multiple shifts — apply now free.",Warehouse-Jobs,Lebanon-TN,https://indeedflex.com/find-jobs/lp/warehouse-operative/?utm_source=google&utm_medium=cpc&link_value=syft://jobs/browse/501955&employer=ontrac-final-mile&metro=nashville&role=warehouse-operative&utm_campaign=ontrac-warehouse-operative-lebanon-tn,,,,,,
p-b2c-google-search-us-bofu-bau-lebanon-warehouse-ontrac--eg--,,,,,p---ontrac_jobs--,,Responsive Search Ad,$18/Hr Warehouse Work,Same Day Pay Available,Health & Dental Benefits,Warehouse Jobs $18/Hr,$75 Referral Bonus,Get Paid Same or Next Day,Competitive Pay + Benefits,Hiring Now — Lebanon TN,OnTrac Warehouse Jobs,Full-Time Potential Open,Flexible Shift Options,Health & Vision Coverage,Warehouse Operative $18,Apply Today — Start Now,No Experience Required,"Warehouse operative jobs in Lebanon, TN. $18/hr, Same Day Pay, health/dental/vision.","Earn $75 per referral + Same Day Pay + full benefits. Warehouse roles in Lebanon, TN now.","$18/hr warehouse work with health & dental benefits. Same Day Pay. Hiring Lebanon, TN now.","Full-time potential + $18/hr. Warehouse operative openings at OnTrac in Lebanon, TN.",Warehouse-Jobs,Lebanon-TN,https://indeedflex.com/find-jobs/lp/warehouse-operative/?utm_source=google&utm_medium=cpc&link_value=syft://jobs/browse/501955&employer=ontrac-final-mile&metro=nashville&role=warehouse-operative&utm_campaign=ontrac-warehouse-operative-lebanon-tn,,,,,,
p-b2c-google-search-us-bofu-bau-lebanon-warehouse-ontrac--eg--,,,,,p---ontrac_jobs--,,Responsive Search Ad,No Long Application,Apply in Under 2 Minutes,Start Working This Week,Warehouse Jobs Near Me,Full-Time Potential Open,Indeed Flex — Lebanon TN,OnTrac Warehouse Hiring,$18/Hr — Hire Fast,Flexible Shifts Available,Same Day Pay Option,Warehouse Operative Roles,No Experience Needed,Free to Apply — Start Now,Lebanon TN — Hiring Now,$75 Referral Bonus,"Apply in under 2 minutes. Warehouse operative jobs in Lebanon, TN — start this week.","Skip the wait. Warehouse work at OnTrac in Lebanon, TN. Same Day Pay + full benefits.","No experience needed. Warehouse operative roles near Lebanon, TN. Apply free via app.","Get hired fast for warehouse work in Lebanon, TN. $18/hr + flex shifts + Same Day Pay.",Warehouse-Jobs,Lebanon-TN,https://indeedflex.com/find-jobs/lp/warehouse-operative/?utm_source=google&utm_medium=cpc&link_value=syft://jobs/browse/501955&employer=ontrac-final-mile&metro=nashville&role=warehouse-operative&utm_campaign=ontrac-warehouse-operative-lebanon-tn,,,,,,
p-b2c-google-search-us-bofu-bau-lebanon-warehouse-ontrac--eg--,,,,,p---generic_immediate--,Standard,,,,,,,,,,,,,,,,,,,,,,,,,,,,
p-b2c-google-search-us-bofu-bau-lebanon-warehouse-ontrac--eg--,,,,,p---generic_immediate--,,,,,,,,,,,,,,,,,,,,,,,jobs hiring now lebanon tn,Phrase,,,,,
p-b2c-google-search-us-bofu-bau-lebanon-warehouse-ontrac--eg--,,,,,p---generic_immediate--,,,,,,,,,,,,,,,,,,,,,,,immediate hire lebanon tennessee,Phrase,,,,,
p-b2c-google-search-us-bofu-bau-lebanon-warehouse-ontrac--eg--,,,,,p---generic_immediate--,,,,,,,,,,,,,,,,,,,,,,,jobs near me lebanon tn,Phrase,,,,,
p-b2c-google-search-us-bofu-bau-lebanon-warehouse-ontrac--eg--,,,,,p---generic_immediate--,,,,,,,,,,,,,,,,,,,,,,,entry level jobs lebanon tn,Phrase,,,,,
p-b2c-google-search-us-bofu-bau-lebanon-warehouse-ontrac--eg--,,,,,p---generic_immediate--,,,,,,,,,,,,,,,,,,,,,,,warehouse jobs nearby tennessee,Phrase,,,,,
p-b2c-google-search-us-bofu-bau-lebanon-warehouse-ontrac--eg--,,,,,p---generic_immediate--,,,,,,,,,,,,,,,,,,,,,,,same day pay jobs lebanon tn,Phrase,,,,,
p-b2c-google-search-us-bofu-bau-lebanon-warehouse-ontrac--eg--,,,,,p---generic_immediate--,,,,,,,,,,,,,,,,,,,,,,,jobs hiring immediately near lebanon tennessee,Broad,,,,,
p-b2c-google-search-us-bofu-bau-lebanon-warehouse-ontrac--eg--,,,,,p---generic_immediate--,,,,,,,,,,,,,,,,,,,,,,,warehouse work near lebanon tn,Broad,,,,,
p-b2c-google-search-us-bofu-bau-lebanon-warehouse-ontrac--eg--,,,,,p---generic_immediate--,,Responsive Search Ad,Warehouse Jobs Lebanon TN,Hiring Now — Apply Today,Warehouse Operative Roles,$18/Hr Warehouse Work,Start This Week — Lebanon,Same Day Pay Available,OnTrac Hiring Near You,Immediate Openings TN,Apply in Minutes — Mobile,Indeed Flex — Apply Now,Flexible Shift Options,Warehouse Work Near Me,Lebanon TN — Hiring Now,Get Hired This Week,No Experience Required,"Warehouse operative roles available now in Lebanon, TN. $18/hr + Same Day Pay. Apply today!","OnTrac is hiring warehouse operatives in Lebanon, TN. Start this week — apply in minutes.","Flexible warehouse shifts near Lebanon, TN. Same Day Pay, health benefits & quick hiring.","Join Indeed Flex & start warehouse work in Lebanon, TN. Multiple shifts — apply now free.",Warehouse-Jobs,Lebanon-TN,https://indeedflex.com/find-jobs/lp/warehouse-operative/?utm_source=google&utm_medium=cpc&link_value=syft://jobs/browse/501955&employer=ontrac-final-mile&metro=nashville&role=warehouse-operative&utm_campaign=ontrac-warehouse-operative-lebanon-tn,,,,,,
p-b2c-google-search-us-bofu-bau-lebanon-warehouse-ontrac--eg--,,,,,p---generic_immediate--,,Responsive Search Ad,$18/Hr Warehouse Work,Same Day Pay Available,Health & Dental Benefits,Warehouse Jobs $18/Hr,$75 Referral Bonus,Get Paid Same or Next Day,Competitive Pay + Benefits,Hiring Now — Lebanon TN,OnTrac Warehouse Jobs,Full-Time Potential Open,Flexible Shift Options,Health & Vision Coverage,Warehouse Operative $18,Apply Today — Start Now,No Experience Required,"Warehouse operative jobs in Lebanon, TN. $18/hr, Same Day Pay, health/dental/vision.","Earn $75 per referral + Same Day Pay + full benefits. Warehouse roles in Lebanon, TN now.","$18/hr warehouse work with health & dental benefits. Same Day Pay. Hiring Lebanon, TN now.","Full-time potential + $18/hr. Warehouse operative openings at OnTrac in Lebanon, TN.",Warehouse-Jobs,Lebanon-TN,https://indeedflex.com/find-jobs/lp/warehouse-operative/?utm_source=google&utm_medium=cpc&link_value=syft://jobs/browse/501955&employer=ontrac-final-mile&metro=nashville&role=warehouse-operative&utm_campaign=ontrac-warehouse-operative-lebanon-tn,,,,,,
p-b2c-google-search-us-bofu-bau-lebanon-warehouse-ontrac--eg--,,,,,p---generic_immediate--,,Responsive Search Ad,No Long Application,Apply in Under 2 Minutes,Start Working This Week,Warehouse Jobs Near Me,Full-Time Potential Open,Indeed Flex — Lebanon TN,OnTrac Warehouse Hiring,$18/Hr — Hire Fast,Flexible Shifts Available,Same Day Pay Option,Warehouse Operative Roles,No Experience Needed,Free to Apply — Start Now,Lebanon TN — Hiring Now,$75 Referral Bonus,"Apply in under 2 minutes. Warehouse operative jobs in Lebanon, TN — start this week.","Skip the wait. Warehouse work at OnTrac in Lebanon, TN. Same Day Pay + full benefits.","No experience needed. Warehouse operative roles near Lebanon, TN. Apply free via app.","Get hired fast for warehouse work in Lebanon, TN. $18/hr + flex shifts + Same Day Pay.",Warehouse-Jobs,Lebanon-TN,https://indeedflex.com/find-jobs/lp/warehouse-operative/?utm_source=google&utm_medium=cpc&link_value=syft://jobs/browse/501955&employer=ontrac-final-mile&metro=nashville&role=warehouse-operative&utm_campaign=ontrac-warehouse-operative-lebanon-tn,,,,,,
p-b2c-google-search-us-bofu-bau-lebanon-warehouse-ontrac--eg--,,,,,p---warehouse_operative--,,,,,,,,,,,,,,,,,,,,,,,,,remote,Phrase,,,
p-b2c-google-search-us-bofu-bau-lebanon-warehouse-ontrac--eg--,,,,,p---warehouse_operative--,,,,,,,,,,,,,,,,,,,,,,,,,work from home,Phrase,,,
p-b2c-google-search-us-bofu-bau-lebanon-warehouse-ontrac--eg--,,,,,p---warehouse_operative--,,,,,,,,,,,,,,,,,,,,,,,,,cdl,Phrase,,,
p-b2c-google-search-us-bofu-bau-lebanon-warehouse-ontrac--eg--,,,,,p---warehouse_operative--,,,,,,,,,,,,,,,,,,,,,,,,,truck driver,Phrase,,,
p-b2c-google-search-us-bofu-bau-lebanon-warehouse-ontrac--eg--,,,,,p---warehouse_operative--,,,,,,,,,,,,,,,,,,,,,,,,,forklift operator,Phrase,,,
p-b2c-google-search-us-bofu-bau-lebanon-warehouse-ontrac--eg--,,,,,p---warehouse_operative--,,,,,,,,,,,,,,,,,,,,,,,,,forklift certification,Phrase,,,
p-b2c-google-search-us-bofu-bau-lebanon-warehouse-ontrac--eg--,,,,,p---warehouse_operative--,,,,,,,,,,,,,,,,,,,,,,,,,manager,Phrase,,,
p-b2c-google-search-us-bofu-bau-lebanon-warehouse-ontrac--eg--,,,,,p---warehouse_operative--,,,,,,,,,,,,,,,,,,,,,,,,,supervisor,Phrase,,,
p-b2c-google-search-us-bofu-bau-lebanon-warehouse-ontrac--eg--,,,,,p---warehouse_operative--,,,,,,,,,,,,,,,,,,,,,,,,,salary,Phrase,,,
p-b2c-google-search-us-bofu-bau-lebanon-warehouse-ontrac--eg--,,,,,p---warehouse_operative--,,,,,,,,,,,,,,,,,,,,,,,,,reviews,Phrase,,,
p-b2c-google-search-us-bofu-bau-lebanon-warehouse-ontrac--eg--,,,,,p---warehouse_operative--,,,,,,,,,,,,,,,,,,,,,,,,,indeed,Phrase,,,
p-b2c-google-search-us-bofu-bau-lebanon-warehouse-ontrac--eg--,,,,,p---warehouse_operative--,,,,,,,,,,,,,,,,,,,,,,,,,amazon,Phrase,,,
p-b2c-google-search-us-bofu-bau-lebanon-warehouse-ontrac--eg--,,,,,p---warehouse_operative--,,,,,,,,,,,,,,,,,,,,,,,,,ups,Phrase,,,
p-b2c-google-search-us-bofu-bau-lebanon-warehouse-ontrac--eg--,,,,,p---warehouse_operative--,,,,,,,,,,,,,,,,,,,,,,,,,fedex,Phrase,,,
p-b2c-google-search-us-bofu-bau-lebanon-warehouse-ontrac--eg--,,,,,p---warehouse_operative--,,,,,,,,,,,,,,,,,,,,,,,,,driver,Phrase,,,
p-b2c-google-search-us-bofu-bau-lebanon-warehouse-ontrac--eg--,,,,,p---warehouse_operative--,,,,,,,,,,,,,,,,,,,,,,,,,office,Phrase,,,
p-b2c-google-search-us-bofu-bau-lebanon-warehouse-ontrac--eg--,,,,,p---warehouse_operative--,,,,,,,,,,,,,,,,,,,,,,,,,clerical,Phrase,,,
